test_suite_id,scene_id
nurec_curated_train,clipgt-00040136-e651-4abd-991d-0655ccda9430
nurec_curated_train,clipgt-00064c58-7047-4a53-8a36-b033baaaa5fb
nurec_curated_train,clipgt-0009402a-a514-443b-9a4c-0e792f5ae581
nurec_curated_train,clipgt-00097de1-5ded-4fba-a5ed-4b527678d1b0
nurec_curated_train,clipgt-000a3a34-1031-4f90-9bc3-5b5c132fd1ed
nurec_curated_train,clipgt-000a74ae-5c01-486e-ab6f-7f5160136357
nurec_curated_train,clipgt-000e95f7-560d-4411-8069-b9f531ed3cd6
nurec_curated_train,clipgt-0010ce77-d06e-43e6-bdaf-2cf8ab65cfe4
nurec_curated_train,clipgt-001564ce-0019-4ec6-bb62-07ed2bd90f2e
nurec_curated_train,clipgt-00169207-9da7-44c4-a67b-a925e77056ff
nurec_curated_train,clipgt-0026c1ce-efb6-4d41-b206-032598f31f7f
nurec_curated_train,clipgt-002ae4d8-ef9d-49ff-a7ba-0778fadbd98b
nurec_curated_train,clipgt-002f04fd-984f-4f0b-943e-aba82864930e
nurec_curated_train,clipgt-002f9a80-2b50-4d83-b5d6-326b4b7fe361
nurec_curated_train,clipgt-004d4a47-2b27-4174-a1b8-0363d81ffc1d
nurec_curated_train,clipgt-0051f106-98bf-4001-825b-dff634ec8f18
nurec_curated_train,clipgt-0052e196-30ca-4e6a-a472-df9434407b03
nurec_curated_train,clipgt-005ea4dd-7c94-4ca4-a825-20af0db5c58e
nurec_curated_train,clipgt-0068170a-7428-419a-a90d-45db4f980df7
nurec_curated_train,clipgt-007a5809-8a56-40b5-8af5-7e0f65229496
nurec_curated_train,clipgt-007fc5b6-87df-4b6b-9d0b-60d1498f3620
nurec_curated_train,clipgt-008513a2-ab70-4e21-852a-6cfe574d3d63
nurec_curated_train,clipgt-009d2517-4036-4977-bb4f-e851d69665f9
nurec_curated_train,clipgt-00eb506e-de3a-407c-8a76-c763de8dc0d8
nurec_curated_train,clipgt-00ecbc19-5168-48c4-8b6a-9d64005e640e
nurec_curated_train,clipgt-01132ab5-90d1-4fb4-b823-ce013ec527ec
nurec_curated_train,clipgt-0129d244-ffb8-4e10-81e3-ab79f2d28c36
nurec_curated_train,clipgt-01330416-9f29-4799-86a6-c4b2f8593375
nurec_curated_train,clipgt-018ab4b0-f802-47a0-9d60-a56df187be17
nurec_curated_train,clipgt-01cbe890-4ac2-4943-a2ed-2bda77fd2f56
nurec_curated_train,clipgt-01d503d4-449b-46fc-8d78-9085e70d3554
nurec_curated_train,clipgt-0208defb-0502-4293-ba29-9273b1a4ee7f
nurec_curated_train,clipgt-023b7fcc-671c-40e3-9bd2-c66b0b073fbc
nurec_curated_train,clipgt-0245ff75-aa3f-46b7-ba87-16a7afb841af
nurec_curated_train,clipgt-026d6a39-bd8f-4175-bc61-fe50ed0403a3
nurec_curated_train,clipgt-0274ab02-1d1f-4d40-92dd-561407235199
nurec_curated_train,clipgt-027a5570-83b3-4ebe-b332-ba4f054636ce
nurec_curated_train,clipgt-028508ba-ef59-48d3-a95b-94eb92e3b063
nurec_curated_train,clipgt-02ce6aee-45fb-4d4d-921c-4836f9a64be0
nurec_curated_train,clipgt-02e075b9-fd24-426b-971b-7cfcb2074cc9
nurec_curated_train,clipgt-02eadd92-02f1-46d8-86fe-a9e338fed0b6
nurec_curated_train,clipgt-030ae768-e82c-42b2-a9f1-2269628b019b
nurec_curated_train,clipgt-031f43ff-bc87-4cf3-99a1-6aef48e6628f
nurec_curated_train,clipgt-03376794-ae4a-4d16-a804-4efa954eec5f
nurec_curated_train,clipgt-03c9fe85-aeb6-4d6f-891e-b7b935532cae
nurec_curated_train,clipgt-03f14707-e02a-4a8e-a448-cf667458c127
nurec_curated_train,clipgt-0418c913-fead-437c-a856-bc397fc606cb
nurec_curated_train,clipgt-04251a0a-bc85-4369-94ea-c92726b467fd
nurec_curated_train,clipgt-04394343-92f3-409c-9695-e7cd5397fa02
nurec_curated_train,clipgt-048b974e-1546-488a-b8f9-d32bff77f5aa
nurec_curated_train,clipgt-0494c646-c537-4c6b-98b9-96c7e91fd0a8
nurec_curated_train,clipgt-0499fb41-122d-4180-83af-f954a9974d3b
nurec_curated_train,clipgt-04db1bb2-90fe-47a7-9d09-27d020c618d4
nurec_curated_train,clipgt-056fa8ab-8756-48b7-b482-64a65091d6af
nurec_curated_train,clipgt-0593b1f2-244a-4615-bc55-69be0c80136f
nurec_curated_train,clipgt-05a1d902-b975-4d11-a9ed-e6bfc774577f
nurec_curated_train,clipgt-05bb8212-63e1-40a8-b4fc-3142c0e94646
